0.000000000000000000e+00,4.897370561957359314e-02,9.964516386389732361e-03,-6.613311171531677246e-02
2.448685234412550926e-03,-2.696492150425910950e-02,6.657860707491636276e-03,5.509296059608459473e-02
1.100439112633466721e-03,2.031036093831062317e-02,9.412508457899093628e-03,-1.092489808797836304e-02
2.115957206115126610e-03,6.946319341659545898e-02,8.866263553500175476e-03,-7.773278653621673584e-02
5.589116830378770828e-03,3.708017989993095398e-02,4.979624412953853607e-03,-2.264355495572090149e-02
7.443125825375318527e-03,1.434766799211502075e-01,3.847446758300065994e-03,-1.785763055086135864e-01
1.461695972830057144e-02,1.049776822328567505e-01,-5.081369075924158096e-03,-1.180003657937049866e-01
1.986584439873695374e-02,4.545921459794044495e-02,-1.098138745874166489e-02,-3.245861828327178955e-02
2.213880419731140137e-02,-1.196457445621490479e-02,-1.260431855916976929e-02,4.560071974992752075e-02
2.154057472944259644e-02,5.559867620468139648e-02,-1.032428257167339325e-02,-6.500001251697540283e-02
2.432050928473472595e-02,-8.245618641376495361e-02,-1.357428357005119324e-02,1.344830095767974854e-01
2.019770070910453796e-02,-8.377157151699066162e-02,-6.850133184343576431e-03,1.264791041612625122e-01
1.600912213325500488e-02,-1.192709058523178101e-02,-5.261776968836784363e-04,1.368011534214019775e-02
1.541276741772890091e-02,6.327208876609802246e-02,1.578280935063958168e-04,-9.950538724660873413e-02
1.857637241482734680e-02,-7.597891986370086670e-02,-4.817441571503877640e-03,1.094871237874031067e-01
1.477742660790681839e-02,-5.760750919580459595e-02,6.569148972630500793e-04,7.838951796293258667e-02
1.189705077558755875e-02,-2.867304161190986633e-02,4.576391074806451797e-03,3.547066077589988708e-02
1.046339888125658035e-02,-3.937899321317672729e-02,6.349924020469188690e-03,5.489305406808853149e-02
8.494448848068714142e-03,-7.247506082057952881e-02,9.094577282667160034e-03,1.092033162713050842e-01
4.870695993304252625e-03,-2.840194851160049438e-02,1.455474272370338440e-02,4.978080466389656067e-02
3.450598567724227905e-03,7.597303390502929688e-02,1.704378239810466766e-02,-9.606772661209106445e-02
7.249250076711177826e-03,8.342384546995162964e-02,1.224039588123559952e-02,-9.471574425697326660e-02
1.142044179141521454e-02,1.343143284320831299e-01,7.504608482122421265e-03,-1.620492637157440186e-01
1.813615858554840088e-02,7.493723928928375244e-02,-5.978550761938095093e-04,-6.747029721736907959e-02
2.188302017748355865e-02,2.644172310829162598e-02,-3.971369937062263489e-03,4.833534359931945801e-03
2.320510707795619965e-02,-1.960737258195877075e-02,-3.729693125933408737e-03,7.098767906427383423e-02
2.222473919391632080e-02,9.022574126720428467e-02,-1.803091727197170258e-04,-9.650214761495590210e-02
2.673602662980556488e-02,1.685407608747482300e-01,-5.005416460335254669e-03,-2.141072005033493042e-01
3.516306355595588684e-02,3.231579065322875977e-02,-1.571077667176723480e-02,-1.345127820968627930e-02
3.677885234355926514e-02,1.448420621454715729e-02,-1.638334058225154877e-02,1.745851710438728333e-03
3.750306367874145508e-02,-5.213461816310882568e-02,-1.629604771733283997e-02,8.961945772171020508e-02
3.489633277058601379e-02,-9.199697524309158325e-03,-1.181507483124732971e-02,1.324857026338577271e-02
3.443634882569313049e-02,8.485894650220870972e-03,-1.115264650434255600e-02,-2.196184545755386353e-02
3.486064448952674866e-02,-1.058987677097320557e-01,-1.225073914974927902e-02,1.414074599742889404e-01
2.956570684909820557e-02,-4.733279719948768616e-02,-5.180365871638059616e-03,4.456103593111038208e-02
2.719906717538833618e-02,-1.035934239625930786e-01,-2.952313981950283051e-03,1.251432895660400391e-01
2.201939560472965240e-02,-4.824666678905487061e-02,3.304850775748491287e-03,3.995356708765029907e-02
1.960706152021884918e-02,2.779423445463180542e-02,5.302528850734233856e-03,-7.167808711528778076e-02
2.099677361547946930e-02,-8.629717677831649780e-02,1.718624494969844818e-03,1.033539623022079468e-01
1.668191514909267426e-02,-1.907229423522949219e-02,6.886322516947984695e-03,3.779992461204528809e-03
1.572830043733119965e-02,-9.513483382761478424e-03,7.075322326272726059e-03,-5.496476776897907257e-03
1.525262650102376938e-02,-7.124749943614006042e-03,6.800498347729444504e-03,-3.879167838022112846e-03
1.489638909697532654e-02,-5.860916338860988617e-03,6.606540177017450333e-03,-7.765470072627067566e-04
1.460334286093711853e-02,1.322925183922052383e-02,6.567712873220443726e-03,-2.455540001392364502e-02
1.526480540633201599e-02,2.582021057605743408e-02,5.339942872524261475e-03,-3.861419484019279480e-02
1.655581593513488770e-02,-1.558104529976844788e-02,3.409232944250106812e-03,2.741164341568946838e-02
1.577676460146903992e-02,-6.155341863632202148e-03,4.779815208166837692e-03,1.577895134687423706e-02
1.546899788081645966e-02,-1.590866595506668091e-02,5.568762775510549545e-03,3.392191976308822632e-02
1.467356458306312561e-02,1.686747372150421143e-02,7.264859043061733246e-03,-1.114850491285324097e-02
1.551693864166736603e-02,-4.130419343709945679e-02,6.707433611154556274e-03,8.144631236791610718e-02
1.345172896981239319e-02,-4.946583136916160583e-02,1.077974960207939148e-02,9.861841797828674316e-02
