1.666843605041503906e+01,1.110615444183349609e+01,0.000000000000000000e+00,-3.270000219345092773e-01,-6.509039085358381271e-04,0.000000000000000000e+00
1.666845321655273438e+01,1.110070514678955078e+01,1.342939445748925209e-03,-3.247568011283874512e-01,-2.687820233404636383e-04,2.334626577794551849e-02
1.666849327087402344e+01,1.109530353546142578e+01,2.623821608722209930e-03,-3.225173056125640869e-01,5.044170538894832134e-04,4.669342935085296631e-02
1.666855239868164062e+01,1.108994579315185547e+01,3.777303500100970268e-03,-3.202892243862152100e-01,1.667992561124265194e-03,7.004117965698242188e-02
1.666862869262695312e+01,1.108462905883789062e+01,4.738382995128631592e-03,-3.180803060531616211e-01,3.221714636310935020e-03,9.338922798633575439e-02
1.666871833801269531e+01,1.107935142517089844e+01,5.442193709313869476e-03,-3.158986866474151611e-01,5.165106616914272308e-03,1.167375072836875916e-01
1.666928482055664062e+01,1.107404422760009766e+01,3.406377509236335754e-02,-3.178611695766448975e-01,7.623220328241586685e-03,1.475810408592224121e-01
1.667032051086425781e+01,1.106870651245117188e+01,6.228847429156303406e-02,-3.198145925998687744e-01,1.059581898152828217e-02,1.784246712923049927e-01
1.667181968688964844e+01,1.106333732604980469e+01,9.003324806690216064e-02,-3.217599391937255859e-01,1.408283691853284836e-02,2.092684060335159302e-01
1.667377281188964844e+01,1.105793476104736328e+01,1.172152683138847351e-01,-3.236986696720123291e-01,1.808409392833709717e-02,2.401120364665985107e-01
1.667616844177246094e+01,1.105250072479248047e+01,1.437519043684005737e-01,-3.256333172321319580e-01,2.259950339794158936e-02,2.709555327892303467e-01
1.667708206176757812e+01,1.105041790008544922e+01,5.480721592903137207e-02,-1.247683539986610413e-01,2.608129754662513733e-02,2.089276313781738281e-01
1.667649269104003906e+01,1.105168247222900391e+01,-3.541043400764465332e-02,7.600672543048858643e-02,2.852920442819595337e-02,1.468998640775680542e-01
1.667438316345214844e+01,1.105629253387451172e+01,-1.265235990285873413e-01,2.767245173454284668e-01,2.994362637400627136e-02,8.487212657928466797e-02
1.667074584960937500e+01,1.106424808502197266e+01,-2.181547284126281738e-01,4.774202406406402588e-01,3.032420203089714050e-02,2.284432388842105865e-02
1.666558074951171875e+01,1.107555007934570312e+01,-3.099258542060852051e-01,6.781308650970458984e-01,2.967105805873870850e-02,-3.918356448411941528e-02
1.666008567810058594e+01,1.108687973022460938e+01,-3.297366499900817871e-01,6.797917485237121582e-01,2.876039780676364899e-02,-5.463258549571037292e-02
1.665426254272460938e+01,1.109823703765869141e+01,-3.493967652320861816e-01,6.814598441123962402e-01,2.759224735200405121e-02,-7.008165866136550903e-02
1.664811515808105469e+01,1.110962295532226562e+01,-3.688635528087615967e-01,6.831364035606384277e-01,2.616669237613677979e-02,-8.553074300289154053e-02
1.664164733886718750e+01,1.112103652954101562e+01,-3.880944550037384033e-01,6.848226189613342285e-01,2.448365092277526855e-02,-1.009797528386116028e-01
1.663486289978027344e+01,1.113247776031494141e+01,-4.070468246936798096e-01,6.865195035934448242e-01,2.254320122301578522e-02,-1.164287477731704712e-01
1.662785148620605469e+01,1.114118766784667969e+01,-4.206427037715911865e-01,5.226230621337890625e-01,2.073200792074203491e-02,-1.086715236306190491e-01
1.662061500549316406e+01,1.114716720581054688e+01,-4.342396259307861328e-01,3.587642610073089600e-01,1.905004866421222687e-02,-1.009143069386482239e-01
1.661315155029296875e+01,1.115041637420654297e+01,-4.478373527526855469e-01,1.949404180049896240e-01,1.749739050865173340e-02,-9.315709024667739868e-02
1.660546112060546875e+01,1.115093517303466797e+01,-4.614357054233551025e-01,3.114893659949302673e-02,1.607401110231876373e-02,-8.539988100528717041e-02
1.659754371643066406e+01,1.114872455596923828e+01,-4.750345945358276367e-01,-1.326128691434860229e-01,1.477993559092283249e-02,-7.764270156621932983e-02
1.658886909484863281e+01,1.114646816253662109e+01,-5.205335617065429688e-01,-1.354014277458190918e-01,1.310337893664836884e-02,-1.005910336971282959e-01
1.657943916320800781e+01,1.114416503906250000e+01,-5.657626986503601074e-01,-1.381444483995437622e-01,1.104440167546272278e-02,-1.235393285751342773e-01
1.656926155090332031e+01,1.114181613922119141e+01,-6.106604337692260742e-01,-1.408330202102661133e-01,8.602852001786231995e-03,-1.464875936508178711e-01
1.655834197998046875e+01,1.113942337036132812e+01,-6.551650166511535645e-01,-1.434586793184280396e-01,5.778899881988763809e-03,-1.694358140230178833e-01
1.654668807983398438e+01,1.113698768615722656e+01,-6.992149353027343750e-01,-1.460133641958236694e-01,2.572528552263975143e-03,-1.923839300870895386e-01
1.653557968139648438e+01,1.113810157775878906e+01,-6.664597392082214355e-01,6.696043163537979126e-02,-4.327568603912368417e-05,-1.569490879774093628e-01
1.652503395080566406e+01,1.114276695251464844e+01,-6.327196359634399414e-01,2.799395620822906494e-01,-2.068439731374382973e-03,-1.215143650770187378e-01
1.651506423950195312e+01,1.115098190307617188e+01,-5.982168912887573242e-01,4.929232597351074219e-01,-3.503069980069994926e-03,-8.607963472604751587e-02
1.650567817687988281e+01,1.116274738311767578e+01,-5.631738305091857910e-01,7.059118747711181641e-01,-4.347157198935747147e-03,-5.064490064978599548e-02
1.649688148498535156e+01,1.117806243896484375e+01,-5.278127789497375488e-01,9.189067482948303223e-01,-4.600665066391229630e-03,-1.521023176610469818e-02
1.648922920227050781e+01,1.119676399230957031e+01,-4.591808021068572998e-01,1.122113943099975586e+00,-3.685843199491500854e-03,5.488994345068931580e-02
1.648271369934082031e+01,1.121885299682617188e+01,-3.908844292163848877e-01,1.325362920761108398e+00,-1.602731412276625633e-03,1.249900385737419128e-01
1.647732543945312500e+01,1.124432849884033203e+01,-3.233527243137359619e-01,1.528659224510192871e+00,1.648626988753676414e-03,1.950900852680206299e-01
1.647304153442382812e+01,1.127319049835205078e+01,-2.570145130157470703e-01,1.732006192207336426e+00,6.068458780646324158e-03,2.651898860931396484e-01
1.646983718872070312e+01,1.130544090270996094e+01,-1.922982037067413330e-01,1.935402154922485352e+00,1.165648270398378372e-02,3.352891206741333008e-01
1.646576881408691406e+01,1.134121990203857422e+01,-2.441490441560745239e-01,2.147058486938476562e+00,1.678859628736972809e-02,3.079330921173095703e-01
1.646080398559570312e+01,1.138052463531494141e+01,-2.979258298873901367e-01,2.358574628829956055e+00,2.146483398973941803e-02,2.805774211883544922e-01
1.645491218566894531e+01,1.142335224151611328e+01,-3.534575402736663818e-01,2.569955587387084961e+00,2.568526193499565125e-02,2.532220482826232910e-01
1.644806861877441406e+01,1.146970367431640625e+01,-4.105730354785919189e-01,2.781207561492919922e+00,2.944970130920410156e-02,2.258669137954711914e-01
1.644025039672851562e+01,1.151957416534423828e+01,-4.691012799739837646e-01,2.992339611053466797e+00,3.275831788778305054e-02,1.985121518373489380e-01
1.643243217468261719e+01,1.156671428680419922e+01,-4.690928757190704346e-01,2.828545808792114258e+00,3.606679290533065796e-02,1.985118091106414795e-01
1.642461395263671875e+01,1.161112499237060547e+01,-4.690835475921630859e-01,2.664751768112182617e+00,3.937537223100662231e-02,1.985114663839340210e-01
1.641679573059082031e+01,1.165280532836914062e+01,-4.690732657909393311e-01,2.500957727432250977e+00,4.268391057848930359e-02,1.985111236572265625e-01
1.640897750854492188e+01,1.169175624847412109e+01,-4.690620005130767822e-01,2.337164163589477539e+00,4.599250480532646179e-02,1.985107660293579102e-01
1.640115928649902344e+01,1.172797679901123047e+01,-4.690497517585754395e-01,2.173370122909545898e+00,4.930111020803451538e-02,1.985104233026504517e-01
1.639269447326660156e+01,1.176771926879882812e+01,-5.078363418579101562e-01,2.384671211242675781e+00,5.189530178904533386e-02,1.556414365768432617e-01
1.638356781005859375e+01,1.181098556518554688e+01,-5.476004481315612793e-01,2.595983505249023438e+00,5.377487838268280029e-02,1.127726361155509949e-01
1.637376594543457031e+01,1.185777378082275391e+01,-5.880731344223022461e-01,2.807306051254272461e+00,5.494013056159019470e-02,6.990384310483932495e-02
1.636328315734863281e+01,1.190808486938476562e+01,-6.289854645729064941e-01,3.018639564514160156e+00,5.539070442318916321e-02,2.703498117625713348e-02
1.635211563110351562e+01,1.196191787719726562e+01,-6.700684428215026855e-01,3.229985713958740234e+00,5.512684583663940430e-02,-1.583372056484222412e-02
1.634094810485839844e+01,1.201302623748779297e+01,-6.700683236122131348e-01,3.066483736038208008e+00,5.486296117305755615e-02,-1.583373360335826874e-02
